,entry1,entry2
0,BS_0001355,BS_0003040
1,BS_0003541,BS_0007227
4,BS_0004101,BS_0001275
5,BS_0006671,BS_0002194
6,BS_0000035,BS_0000501
7,BS_0002474,BS_0002790
9,BS_0008463,BS_0000479
12,BS_0002502,BS_0004316
13,BS_0001615,BS_0003361
14,BS_0008793,BS_0000726
15,BS_0005217,BS_0003535
16,BS_0003627,BS_0002452
17,BS_0007084,BS_0001777
18,BS_0002410,BS_0006745
19,BS_0000885,BS_0001886
21,BS_0000175,BS_0009113
22,BS_0007920,BS_0007010
23,BS_0003515,BS_0006521
24,BS_0003957,BS_0005594
25,BS_0004477,BS_0008252
26,BS_0004394,BS_0008484
27,BS_0001736,BS_0005104
28,BS_0002312,BS_0001306
29,BS_0003906,BS_0008922
30,BS_0001444,BS_0004865
31,BS_0002696,BS_0000411
33,BS_0007825,BS_0006223
34,BS_0005394,BS_0003264
36,BS_0000632,BS_0002844
37,BS_0007961,BS_0007506
38,BS_0000587,BS_0005325
39,BS_0002413,BS_0001740
41,BS_0000547,BS_0001728
43,BS_0008953,BS_0002503
45,BS_0005676,BS_0005104
47,BS_0001117,BS_0002474
48,BS_0006857,BS_0004393
49,BS_0006424,BS_0002876
50,BS_0001625,BS_0000025
51,BS_0000598,BS_0004506
52,BS_0006671,BS_0000775
53,BS_0002798,BS_0007933
54,BS_0007648,BS_0008313
57,BS_0002945,BS_0009558
58,BS_0004750,BS_0005719
59,BS_0005249,BS_0004662
60,BS_0009029,BS_0008233
62,BS_0007716,BS_0003970
63,BS_0001088,BS_0008243
64,BS_0001276,BS_0004101
65,BS_0001119,BS_0001625
67,BS_0004176,BS_0006199
68,BS_0009609,BS_0009386
70,BS_0008057,BS_0002408
71,BS_0006857,BS_0009497
74,BS_0002563,BS_0006167
75,BS_0006521,BS_0005838
76,BS_0009409,BS_0004422
78,BS_0009137,BS_0002844
81,BS_0001648,BS_0005718
82,BS_0006698,BS_0000073
83,BS_0006363,BS_0007824
84,BS_0003195,BS_0005243
85,BS_0004783,BS_0006813
86,BS_0002125,BS_0007943
88,BS_0003163,BS_0008300
89,BS_0005409,BS_0000648
90,BS_0004303,BS_0006055
92,BS_0008931,BS_0000332
93,BS_0007042,BS_0000048
94,BS_0001116,BS_0009125
95,BS_0002328,BS_0007189
96,BS_0003359,BS_0005251
99,BS_0001919,BS_0005004
100,BS_0007050,BS_0000753
101,BS_0001886,BS_0006245
102,BS_0003861,BS_0003679
103,BS_0003368,BS_0006882
105,BS_0007719,BS_0001166
106,BS_0004453,BS_0005676
107,BS_0009219,BS_0004381
108,BS_0002400,BS_0002514
109,BS_0008238,BS_0007881
110,BS_0003017,BS_0006156
111,BS_0000442,BS_0004151
114,BS_0000637,BS_0008336
116,BS_0005059,BS_0006132
117,BS_0001737,BS_0007193
118,BS_0005322,BS_0008049
120,BS_0005547,BS_0004025
121,BS_0004394,BS_0005850
122,BS_0003756,BS_0001013
123,BS_0004317,BS_0001886
125,BS_0005743,BS_0004378
126,BS_0000484,BS_0006071
127,BS_0004348,BS_0002942
128,BS_0006481,BS_0006943
129,BS_0007966,BS_0004806
131,BS_0003699,BS_0000779
132,BS_0006077,BS_0000278
135,BS_0008110,BS_0008336
136,BS_0008910,BS_0009607
137,BS_0000458,BS_0006723
138,BS_0008536,BS_0001535
140,BS_0000027,BS_0001871
141,BS_0001645,BS_0001369
142,BS_0002020,BS_0003688
143,BS_0002170,BS_0002971
144,BS_0008223,BS_0005545
146,BS_0000261,BS_0000448
147,BS_0009487,BS_0001089
148,BS_0007018,BS_0002431
