,entry1,entry2
4,BS_0004101,BS_0001275
5,BS_0006671,BS_0002194
6,BS_0000035,BS_0000501
9,BS_0008463,BS_0000479
10,BS_0008166,BS_0001716
11,BS_0007206,BS_0004614
12,BS_0002502,BS_0004316
13,BS_0001615,BS_0003361
14,BS_0008793,BS_0000726
15,BS_0005217,BS_0003535
16,BS_0003627,BS_0002452
17,BS_0007084,BS_0001777
18,BS_0002410,BS_0006745
20,BS_0004473,BS_0004709
21,BS_0000175,BS_0009113
24,BS_0003957,BS_0005594
26,BS_0004394,BS_0008484
27,BS_0001736,BS_0005104
29,BS_0003906,BS_0008922
34,BS_0005394,BS_0003264
35,BS_0008163,BS_0001610
36,BS_0000632,BS_0002844
39,BS_0002413,BS_0001740
40,BS_0000442,BS_0008166
44,BS_0009080,BS_0002257
45,BS_0005676,BS_0005104
46,BS_0005452,BS_0009190
47,BS_0001117,BS_0002474
49,BS_0006424,BS_0002876
52,BS_0006671,BS_0000775
53,BS_0002798,BS_0007933
54,BS_0007648,BS_0008313
58,BS_0004750,BS_0005719
59,BS_0005249,BS_0004662
60,BS_0009029,BS_0008233
61,BS_0002742,BS_0005778
62,BS_0007716,BS_0003970
63,BS_0001088,BS_0008243
64,BS_0001276,BS_0004101
65,BS_0001119,BS_0001625
66,BS_0003162,BS_0003379
67,BS_0004176,BS_0006199
69,BS_0005803,BS_0005842
71,BS_0006857,BS_0009497
72,BS_0006872,BS_0008674
73,BS_0006662,BS_0003451
77,BS_0003589,BS_0008576
78,BS_0009137,BS_0002844
79,BS_0003673,BS_0006855
80,BS_0001144,BS_0004853
83,BS_0006363,BS_0007824
84,BS_0003195,BS_0005243
85,BS_0004783,BS_0006813
86,BS_0002125,BS_0007943
87,BS_0005971,BS_0005604
89,BS_0005409,BS_0000648
90,BS_0004303,BS_0006055
91,BS_0003602,BS_0007152
92,BS_0008931,BS_0000332
93,BS_0007042,BS_0000048
94,BS_0001116,BS_0009125
95,BS_0002328,BS_0007189
96,BS_0003359,BS_0005251
97,BS_0001533,BS_0003302
98,BS_0007909,BS_0007786
103,BS_0003368,BS_0006882
104,BS_0002504,BS_0003173
105,BS_0007719,BS_0001166
106,BS_0004453,BS_0005676
107,BS_0009219,BS_0004381
108,BS_0002400,BS_0002514
109,BS_0008238,BS_0007881
111,BS_0000442,BS_0004151
112,BS_0002504,BS_0003169
113,BS_0006679,BS_0005410
115,BS_0001807,BS_0006642
116,BS_0005059,BS_0006132
117,BS_0001737,BS_0007193
119,BS_0009287,BS_0005868
122,BS_0003756,BS_0001013
124,BS_0005025,BS_0004875
126,BS_0000484,BS_0006071
128,BS_0006481,BS_0006943
129,BS_0007966,BS_0004806
132,BS_0006077,BS_0000278
133,BS_0002252,BS_0007631
136,BS_0008910,BS_0009607
138,BS_0008536,BS_0001535
141,BS_0001645,BS_0001369
143,BS_0002170,BS_0002971
144,BS_0008223,BS_0005545
145,BS_0002504,BS_0005059
149,BS_0007460,BS_0002559
150,BS_0005757,BS_0002474
153,BS_0005971,BS_0004702
154,BS_0003760,BS_0007611
156,BS_0003215,BS_0004728
157,BS_0008984,BS_0002472
158,BS_0003995,BS_0005092
159,BS_0001254,BS_0002013
161,BS_0007812,BS_0001082
164,BS_0003741,BS_0001528
165,BS_0006857,BS_0000433
166,BS_0000266,BS_0004253
167,BS_0005016,BS_0001795
168,BS_0004768,BS_0008345
170,BS_0003942,BS_0006812
171,BS_0003162,BS_0001117
172,BS_0001113,BS_0004706
175,BS_0002850,BS_0004348
177,BS_0009119,BS_0008608
178,BS_0001041,BS_0003409
179,BS_0005814,BS_0001286
180,BS_0007228,BS_0001736
184,BS_0004475,BS_0002846
187,BS_0006687,BS_0001716
188,BS_0002170,BS_0003159
189,BS_0004679,BS_0008250
191,BS_0002460,BS_0009412
192,BS_0007991,BS_0008285
194,BS_0005691,BS_0009259
201,BS_0002193,BS_0005621
203,BS_0009136,BS_0005243
204,BS_0003564,BS_0009092
205,BS_0003627,BS_0000400
209,BS_0007570,BS_0008253
210,BS_0006649,BS_0000827
212,BS_0004369,BS_0001275
213,BS_0004706,BS_0002390
214,BS_0008980,BS_0002737
215,BS_0002599,BS_0003953
217,BS_0001542,BS_0000400
218,BS_0005837,BS_0006494
219,BS_0003682,BS_0004963
220,BS_0009491,BS_0008647
221,BS_0003423,BS_0002591
222,BS_0001087,BS_0005069
223,BS_0006925,BS_0000333
224,BS_0004856,BS_0008647
226,BS_0006014,BS_0009388
227,BS_0004453,BS_0001333
231,BS_0000547,BS_0000773
232,BS_0003585,BS_0003235
234,BS_0001475,BS_0006985
236,BS_0004961,BS_0003302
237,BS_0004374,BS_0001482
238,BS_0007047,BS_0006932
239,BS_0003440,BS_0000950
241,BS_0005917,BS_0001275
242,BS_0002774,BS_0002458
245,BS_0008900,BS_0006742
247,BS_0005676,BS_0005636
248,BS_0001431,BS_0007956
249,BS_0008395,BS_0008987
250,BS_0004679,BS_0004476
251,BS_0001410,BS_0000764
252,BS_0004473,BS_0004874
253,BS_0002469,BS_0004339
254,BS_0005922,BS_0002846
255,BS_0008413,BS_0005398
256,BS_0003764,BS_0005988
257,BS_0005971,BS_0002742
258,BS_0006112,BS_0006611
260,BS_0008695,BS_0005620
261,BS_0002141,BS_0004920
262,BS_0004283,BS_0005298
263,BS_0000003,BS_0001300
265,BS_0002323,BS_0004615
266,BS_0000003,BS_0001010
268,BS_0008029,BS_0000401
270,BS_0002236,BS_0001882
271,BS_0006839,BS_0000963
274,BS_0008416,BS_0000435
276,BS_0000401,BS_0001842
278,BS_0009583,BS_0001152
279,BS_0006509,BS_0001603
280,BS_0002284,BS_0006638
281,BS_0002506,BS_0006150
286,BS_0002595,BS_0007712
287,BS_0007167,BS_0003222
288,BS_0002517,BS_0004120
289,BS_0004723,BS_0004054
290,BS_0005468,BS_0007928
291,BS_0003515,BS_0007716
292,BS_0006082,BS_0004444
296,BS_0006211,BS_0005832
297,BS_0006839,BS_0006132
298,BS_0005183,BS_0000921
300,BS_0004325,BS_0003993
301,BS_0000337,BS_0002170
302,BS_0009210,BS_0008557
303,BS_0001410,BS_0003197
304,BS_0008484,BS_0001275
306,BS_0007512,BS_0005073
307,BS_0005565,BS_0002308
308,BS_0008032,BS_0009544
