,entry1,entry2
608,DB00996,DB00454
609,DB00996,DB00952
611,DB00996,DB00492
612,DB00996,DB01212
613,DB00996,DB00398
614,DB00996,DB00709
615,DB00996,DB00697
616,DB00996,DB00853
617,DB00996,DB01413
618,DB00996,DB00440
619,DB00996,DB00181
620,DB00996,DB01195
621,DB00996,DB00250
622,DB00996,DB01004
624,DB00996,DB00582
625,DB00996,DB00268
627,DB00996,DB01204
628,DB00996,DB01248
629,DB00996,DB00555
630,DB00996,DB00862
631,DB00996,DB00990
632,DB00996,DB01236
633,DB00996,DB00204
635,DB00996,DB01197
636,DB00996,DB00953
638,DB00996,DB00341
639,DB00996,DB00394
640,DB00996,DB00243
641,DB00996,DB02300
644,DB00996,DB00635
645,DB00996,DB00441
646,DB00996,DB01026
648,DB00996,DB00681
649,DB00996,DB00424
650,DB00996,DB00455
652,DB00996,DB00710
653,DB00996,DB01224
654,DB00996,DB00346
655,DB00996,DB00601
657,DB00996,DB01019
658,DB00996,DB00540
659,DB00996,DB00218
660,DB00996,DB00559
661,DB00996,DB00975
662,DB00996,DB00248
663,DB00996,DB00472
665,DB00996,DB00413
666,DB00996,DB00410
668,DB00996,DB01233
670,DB00996,DB01137
671,DB00996,DB00182
674,DB00996,DB00577
675,DB00996,DB00742
676,DB00996,DB00586
677,DB00996,DB00580
679,DB00996,DB00426
680,DB00996,DB00970
681,DB00996,DB00649
682,DB00996,DB00993
683,DB00996,DB01327
685,DB00996,DB00967
686,DB00996,DB00363
687,DB00996,DB00531
688,DB00996,DB00864
689,DB00996,DB00343
690,DB00996,DB00757
691,DB00996,DB01162
692,DB00996,DB00180
693,DB00996,DB00350
694,DB00996,DB00661
695,DB00996,DB00630
696,DB00996,DB00787
697,DB00996,DB00512
698,DB00996,DB00422
699,DB00996,DB01140
700,DB00996,DB00598
701,DB00996,DB00673
702,DB00996,DB00222
703,DB00996,DB06700
705,DB00996,DB00836
706,DB00996,DB00624
707,DB00996,DB00153
708,DB00996,DB00231
709,DB00996,DB00373
710,DB00996,DB00860
711,DB00996,DB00585
713,DB00996,DB01036
714,DB00996,DB01048
715,DB00996,DB01203
716,DB00996,DB01291
717,DB00996,DB01076
719,DB00996,DB00194
721,DB00996,DB00808
722,DB00996,DB00590
723,DB00996,DB00203
724,DB00996,DB00262
725,DB00996,DB00252
727,DB00996,DB00861
729,DB00996,DB00802
732,DB00996,DB00450
733,DB00996,DB00969
734,DB00996,DB01240
735,DB00996,DB01267
736,DB00996,DB00927
737,DB00996,DB00962
739,DB00996,DB00698
742,DB00996,DB00674
743,DB00996,DB00820
744,DB00996,DB01114
745,DB00996,DB00285
746,DB00996,DB00762
747,DB00996,DB00583
748,DB00996,DB01273
749,DB00996,DB00654
750,DB00996,DB00916
751,DB00996,DB00537
752,DB00996,DB00833
753,DB00996,DB01149
754,DB00996,DB00741
755,DB00996,DB00658
756,DB00996,DB00829
757,DB00996,DB00533
758,DB00996,DB00883
759,DB00996,DB01077
760,DB00996,DB00193
761,DB00996,DB01156
762,DB00996,DB00818
764,DB00996,DB01586
765,DB00996,DB00884
766,DB00996,DB00747
767,DB00996,DB00889
768,DB00996,DB00842
769,DB00996,DB00770
772,DB00996,DB00230
774,DB00996,DB00811
775,DB00996,DB00991
777,DB00996,DB01085
778,DB00996,DB00489
779,DB00996,DB01083
780,DB00996,DB00493
781,DB00996,DB00196
782,DB00996,DB00445
783,DB00996,DB00620
784,DB00996,DB00371
785,DB00996,DB00564
786,DB00996,DB01217
787,DB00996,DB00115
788,DB00996,DB00959
789,DB00996,DB00763
790,DB00996,DB00209
792,DB00996,DB00277
793,DB00996,DB01060
794,DB00996,DB00465
795,DB00996,DB00625
796,DB00996,DB00906
797,DB00996,DB00351
798,DB00996,DB01215
799,DB00996,DB01167
800,DB00996,DB00727
801,DB00996,DB01047
802,DB00996,DB00402
803,DB00996,DB01118
804,DB00996,DB00425
805,DB00996,DB01128
806,DB00996,DB01202
807,DB00996,DB00869
808,DB00996,DB00745
809,DB00996,DB01020
810,DB00996,DB00947
811,DB00996,DB00545
812,DB00996,DB01181
814,DB00996,DB00951
815,DB00996,DB00377
816,DB00996,DB01229
817,DB00996,DB00297
818,DB00996,DB01045
819,DB00996,DB01222
820,DB00996,DB00284
823,DB00996,DB00281
824,DB00996,DB00330
826,DB00996,DB00315
828,DB00996,DB01610
829,DB00996,DB00557
830,DB00996,DB00603
832,DB00996,DB00690
833,DB00996,DB00214
834,DB00996,DB00480
835,DB00996,DB01005
837,DB00996,DB00909
838,DB00996,DB00773
839,DB00996,DB00535
840,DB00996,DB00900
841,DB00996,DB00734
842,DB00996,DB00806
844,DB00996,DB01173
845,DB00996,DB00544
846,DB00996,DB00461
847,DB00996,DB00279
848,DB00996,DB00238
849,DB00996,DB00313
851,DB00996,DB00887
852,DB00996,DB01095
853,DB00996,DB01112
854,DB00996,DB01136
855,DB00996,DB00443
856,DB00996,DB00310
857,DB00996,DB00438
858,DB00996,DB01044
859,DB00996,DB00983
860,DB00996,DB01150
861,DB00996,DB00813
862,DB00996,DB00549
863,DB00996,DB00484
864,DB00996,DB00482
865,DB00996,DB00356
866,DB00996,DB00481
867,DB00996,DB01079
868,DB00996,DB00780
869,DB00996,DB00567
871,DB00996,DB00749
872,DB00996,DB00804
873,DB00996,DB01062
874,DB00996,DB00669
876,DB00996,DB01241
878,DB00996,DB00186
879,DB00996,DB00184
880,DB00996,DB00490
881,DB00996,DB00675
882,DB00996,DB00843
883,DB00996,DB00524
884,DB00996,DB00332
885,DB00996,DB00989
886,DB00996,DB00334
887,DB00996,DB00912
889,DB00996,DB00175
890,DB00996,DB00374
891,DB00996,DB00973
892,DB00996,DB00395
893,DB00996,DB00494
894,DB00996,DB00503
895,DB00996,DB00475
896,DB00996,DB01232
898,DB00996,DB00502
899,DB00996,DB01132
900,DB00996,DB00938
902,DB00996,DB01097
904,DB00996,DB01068
905,DB00996,DB00796
906,DB00996,DB01043
907,DB00996,DB00495
908,DB00996,DB01037
909,DB00996,DB00795
910,DB00996,DB00136
912,DB00996,DB00399
913,DB00996,DB00331
914,DB00996,DB00423
915,DB00996,DB06151
916,DB00996,DB00950
917,DB00996,DB00605
918,DB00996,DB00191
919,DB00996,DB01104
920,DB00996,DB00758
921,DB00996,DB00390
923,DB00996,DB00320
925,DB00996,DB01039
927,DB00996,DB00915
928,DB00996,DB00176
929,DB00996,DB00776
930,DB00996,DB00328
931,DB00996,DB00897
932,DB00996,DB00668
934,DB00996,DB00753
935,DB00996,DB01001
936,DB00996,DB00396
938,DB00996,DB00404
939,DB00996,DB01072
940,DB00996,DB00291
941,DB00996,DB00446
942,DB00996,DB00641
944,DB00996,DB00215
945,DB00996,DB00216
946,DB00996,DB00972
947,DB00996,DB01611
948,DB00996,DB00468
949,DB00996,DB00783
951,DB00996,DB00715
952,DB00996,DB00695
953,DB00996,DB00316
954,DB00996,DB01101
955,DB00996,DB01006
956,DB00996,DB01190
957,DB00996,DB00370
958,DB00996,DB00227
959,DB00996,DB00575
960,DB00996,DB01609
961,DB00996,DB00794
962,DB00996,DB00737
963,DB00996,DB00257
964,DB00996,DB01219
965,DB00996,DB00877
966,DB00996,DB01126
967,DB00996,DB00317
969,DB00996,DB00904
970,DB00996,DB01067
971,DB00996,DB01041
972,DB00996,DB00485
974,DB00996,DB01238
975,DB00996,DB01577
976,DB00996,DB00367
978,DB00996,DB00656
979,DB00996,DB01117
980,DB00996,DB01188
981,DB00996,DB00421
982,DB00996,DB01264
983,DB00996,DB00451
985,DB00996,DB00470
987,DB00996,DB00857
988,DB00996,DB01016
989,DB00996,DB00918
990,DB00996,DB00863
991,DB00996,DB00987
992,DB00996,DB00188
994,DB00996,DB01216
995,DB00996,DB00501
997,DB00996,DB00273
999,DB00454,DB01212
1000,DB00454,DB00697
1001,DB00454,DB01413
1003,DB00454,DB01204
1004,DB00454,DB01248
1005,DB00454,DB00555
1006,DB00454,DB01236
1007,DB00454,DB00341
1009,DB00454,DB00635
1011,DB00454,DB00681
1012,DB00454,DB00424
1013,DB00454,DB00455
1014,DB00454,DB01224
1015,DB00454,DB00601
1017,DB00454,DB00540
1018,DB00454,DB00218
1019,DB00454,DB00472
1021,DB00454,DB01233
1023,DB00454,DB01137
1025,DB00454,DB00577
1026,DB00454,DB00586
1027,DB00454,DB00580
1028,DB00454,DB00993
1029,DB00454,DB01327
1031,DB00454,DB00967
1032,DB00454,DB00531
1033,DB00454,DB00343
1034,DB00454,DB00757
1035,DB00454,DB01162
1036,DB00454,DB00661
1037,DB00454,DB00630
1038,DB00454,DB00787
1039,DB00454,DB00512
1040,DB00454,DB00598
1041,DB00454,DB00673
1042,DB00454,DB00836
1043,DB00454,DB00624
1044,DB00454,DB00231
1046,DB00454,DB01036
1047,DB00454,DB01076
1049,DB00454,DB00203
1052,DB00454,DB00927
1053,DB00454,DB00962
1054,DB00454,DB00698
1057,DB00454,DB00285
1058,DB00454,DB01273
1059,DB00454,DB00654
1060,DB00454,DB00916
1061,DB00454,DB00537
1062,DB00454,DB00741
1063,DB00454,DB00829
1064,DB00454,DB00533
1065,DB00454,DB00193
1066,DB00454,DB01156
1067,DB00454,DB00818
1068,DB00454,DB00884
1069,DB00454,DB00842
1070,DB00454,DB00851
1071,DB00454,DB00230
1074,DB00454,DB00811
1076,DB00454,DB01083
1077,DB00454,DB00196
1078,DB00454,DB00445
1079,DB00454,DB00620
1080,DB00454,DB00564
1081,DB00454,DB00959
1083,DB00454,DB00465
1084,DB00454,DB01215
1085,DB00454,DB00727
1086,DB00454,DB00402
1087,DB00454,DB00425
1088,DB00454,DB01202
1089,DB00454,DB00745
1090,DB00454,DB00303
1091,DB00454,DB00377
1092,DB00454,DB01229
1093,DB00454,DB00297
1094,DB00454,DB01222
1096,DB00454,DB00281
1097,DB00454,DB00330
1099,DB00454,DB00557
1100,DB00454,DB00603
1101,DB00454,DB00690
1102,DB00454,DB00214
1105,DB00454,DB00773
1106,DB00454,DB00734
1108,DB00454,DB00461
1109,DB00454,DB00313
1111,DB00454,DB00887
1112,DB00454,DB01136
